"data.race","data.income"
"14271","white","$25000 or more"
"14272","black","$10000 - 14999"
"14273","black","$25000 or more"
"14274","black","$6000 to 6999"
"14275","white","$25000 or more"
"14276","white","$25000 or more"
"14277","white","$3000 to 3999"
"14278","white","$25000 or more"
"14279","white","$25000 or more"
"14280","white","$10000 - 14999"
"14281","white","$15000 - 19999"
"14282","white","$15000 - 19999"
"14283","white","$25000 or more"
"14284","white","$25000 or more"
"14285","white","$25000 or more"
"14286","white","$25000 or more"
"14287","black","$5000 to 5999"
"14288","black","$8000 to 9999"
"14289","black","$25000 or more"
"14290","black","$15000 - 19999"
"14291","black","$25000 or more"
"14292","black","$10000 - 14999"
"14293","white","$10000 - 14999"
"14294","white","$15000 - 19999"
"14296","white","$25000 or more"
"14297","black","$20000 - 24999"
"14298","black","$25000 or more"
"14299","black","$4000 to 4999"
"14300","black","$25000 or more"
"14301","white","$10000 - 14999"
"14302","black","$15000 - 19999"
"14303","white","$25000 or more"
"14308","white","$10000 - 14999"
"14310","black","$20000 - 24999"
"14311","black","$15000 - 19999"
"14312","black","$7000 to 7999"
"14313","black","$3000 to 3999"
"14314","white","$3000 to 3999"
"14315","white","$20000 - 24999"
"14316","white","$20000 - 24999"
"14317","white","$25000 or more"
"14319","white","$10000 - 14999"
"14320","white","$15000 - 19999"
"14322","white","$10000 - 14999"
"14323","white","$10000 - 14999"
"14324","white","$10000 - 14999"
"14325","white","$20000 - 24999"
"14326","white","$25000 or more"
"14327","white","$3000 to 3999"
"14328","white","$25000 or more"
"14329","white","$4000 to 4999"
"14330","black","$10000 - 14999"
"14331","black","$20000 - 24999"
"14332","black","$7000 to 7999"
"14333","white","$3000 to 3999"
"14334","white","$25000 or more"
"14335","white","$1000 to 2999"
"14336","white","$8000 to 9999"
"14337","white","$10000 - 14999"
"14338","white","$8000 to 9999"
"14339","white","$25000 or more"
"14340","white","$25000 or more"
"14341","white","$8000 to 9999"
"14342","white","$15000 - 19999"
"14343","white","$10000 - 14999"
"14345","white","$5000 to 5999"
"14346","white","$20000 - 24999"
"14347","white","$25000 or more"
"14348","white","$10000 - 14999"
"14349","white","$15000 - 19999"
"14350","white","$15000 - 19999"
"14352","white","$15000 - 19999"
"14353","white","$25000 or more"
"14354","white","$25000 or more"
"14355","white","$20000 - 24999"
"14356","white","$4000 to 4999"
"14357","white","$15000 - 19999"
"14358","black","$25000 or more"
"14359","white","$15000 - 19999"
"14360","white","$15000 - 19999"
"14362","white","$20000 - 24999"
"14363","black","$4000 to 4999"
"14364","black","$20000 - 24999"
"14365","white","$6000 to 6999"
"14366","black","$15000 - 19999"
"14367","white","$7000 to 7999"
"14368","white","$25000 or more"
"14369","black","lt $1000"
"14370","white","$25000 or more"
"14371","white","$25000 or more"
"14372","white","$25000 or more"
"14373","white","$25000 or more"
"14374","white","$20000 - 24999"
"14375","white","$20000 - 24999"
"14378","white","$25000 or more"
"14379","white","$25000 or more"
"14381","white","$10000 - 14999"
"14382","black","$20000 - 24999"
"14383","white","$5000 to 5999"
"14384","white","$15000 - 19999"
"14385","white","$10000 - 14999"
"14386","white","lt $1000"
"14387","white","$15000 - 19999"
"14388","white","$15000 - 19999"
"14389","white","$25000 or more"
"14390","white","$25000 or more"
"14391","white","$25000 or more"
"14392","white","$15000 - 19999"
"14393","white","$25000 or more"
"14394","white","$25000 or more"
"14395","white","$10000 - 14999"
"14396","white","$20000 - 24999"
"14397","white","lt $1000"
"14398","white","$20000 - 24999"
"14399","white","$8000 to 9999"
"14400","white","$20000 - 24999"
"14401","white","$15000 - 19999"
"14402","white","$25000 or more"
"14403","white","$10000 - 14999"
"14404","white","$10000 - 14999"
"14405","white","$25000 or more"
"14406","white","$25000 or more"
"14407","white","$15000 - 19999"
"14408","white","$25000 or more"
"14409","white","$25000 or more"
"14411","white","$25000 or more"
"14412","white","$4000 to 4999"
"14413","white","$8000 to 9999"
"14414","white","$6000 to 6999"
"14415","white","$25000 or more"
"14416","white","$10000 - 14999"
"14417","white","$20000 - 24999"
"14418","white","$5000 to 5999"
"14420","white","$10000 - 14999"
"14421","white","$20000 - 24999"
"14422","white","$25000 or more"
"14423","white","$25000 or more"
"14424","white","$25000 or more"
"14425","white","$1000 to 2999"
"14426","white","$4000 to 4999"
"14427","white","$5000 to 5999"
"14428","white","$20000 - 24999"
"14429","white","$3000 to 3999"
"14430","white","$5000 to 5999"
"14431","white","$25000 or more"
"14432","white","$10000 - 14999"
"14433","white","$25000 or more"
"14434","white","$3000 to 3999"
"14435","white","$20000 - 24999"
"14436","white","$25000 or more"
"14437","white","$1000 to 2999"
"14438","white","$1000 to 2999"
"14439","white","$25000 or more"
"14440","white","$25000 or more"
"14441","white","$15000 - 19999"
"14442","white","$1000 to 2999"
"14443","white","$25000 or more"
"14444","white","$15000 - 19999"
"14446","white","$20000 - 24999"
"14447","white","$25000 or more"
"14448","white","$20000 - 24999"
"14449","white","$25000 or more"
"14450","white","$4000 to 4999"
"14451","black","$25000 or more"
"14452","white","$25000 or more"
"14453","white","$20000 - 24999"
"14454","white","$25000 or more"
"14455","other","$20000 - 24999"
"14456","white","$15000 - 19999"
"14457","white","$20000 - 24999"
"14458","white","$8000 to 9999"
"14459","white","$10000 - 14999"
"14460","white","lt $1000"
"14461","white","$10000 - 14999"
"14462","white","$10000 - 14999"
"14463","black","$1000 to 2999"
"14464","white","$5000 to 5999"
"14465","black","$20000 - 24999"
"14466","black","$25000 or more"
"14467","black","$10000 - 14999"
"14468","black","$25000 or more"
"14469","white","$10000 - 14999"
"14470","other","$7000 to 7999"
"14471","white","$5000 to 5999"
"14472","white","$25000 or more"
"14473","other","$20000 - 24999"
"14474","white","$10000 - 14999"
"14475","white","$25000 or more"
"14476","white","$25000 or more"
"14477","white","$25000 or more"
"14478","white","$3000 to 3999"
"14479","white","$25000 or more"
"14480","black","$25000 or more"
"14481","white","$25000 or more"
"14483","white","$25000 or more"
"14484","white","$5000 to 5999"
"14485","white","$10000 - 14999"
"14486","white","$20000 - 24999"
"14487","white","$10000 - 14999"
"14488","white","$10000 - 14999"
"14489","white","$10000 - 14999"
"14490","white","$15000 - 19999"
"14491","white","$25000 or more"
"14492","other","$25000 or more"
"14493","white","$25000 or more"
"14494","white","$25000 or more"
"14495","white","$15000 - 19999"
"14496","white","$25000 or more"
"14497","white","$25000 or more"
"14498","white","$25000 or more"
"14499","other","$25000 or more"
"14500","white","$25000 or more"
"14502","white","$7000 to 7999"
"14503","white","$1000 to 2999"
"14504","white","$25000 or more"
"14507","black","$5000 to 5999"
"14508","other","$10000 - 14999"
"14509","white","$8000 to 9999"
"14510","white","$1000 to 2999"
"14512","white","$10000 - 14999"
"14513","white","$10000 - 14999"
"14514","white","$10000 - 14999"
"14515","white","$15000 - 19999"
"14516","white","$10000 - 14999"
"14517","white","$15000 - 19999"
"14518","white","$10000 - 14999"
"14520","white","$20000 - 24999"
"14521","white","$25000 or more"
"14523","white","$10000 - 14999"
"14524","white","$25000 or more"
"14525","white","$25000 or more"
"14526","white","$15000 - 19999"
"14527","white","$25000 or more"
"14528","white","$25000 or more"
"14529","white","$25000 or more"
"14530","white","$25000 or more"
"14531","white","$5000 to 5999"
"14532","white","$20000 - 24999"
"14533","white","$15000 - 19999"
"14534","white","$6000 to 6999"
"14535","white","$10000 - 14999"
"14536","white","$15000 - 19999"
"14537","white","$25000 or more"
"14538","white","$25000 or more"
"14541","black","$25000 or more"
"14542","white","$15000 - 19999"
"14543","white","$10000 - 14999"
"14544","white","$25000 or more"
"14545","white","$25000 or more"
"14546","white","$20000 - 24999"
"14547","white","$25000 or more"
"14548","white","$25000 or more"
"14549","white","$25000 or more"
"14550","white","$20000 - 24999"
"14552","white","$20000 - 24999"
"14553","white","$15000 - 19999"
"14554","white","$15000 - 19999"
"14555","white","$1000 to 2999"
"14556","white","lt $1000"
"14557","white","$25000 or more"
"14558","white","$5000 to 5999"
"14559","white","$15000 - 19999"
"14560","white","$25000 or more"
"14561","white","$15000 - 19999"
"14562","white","$5000 to 5999"
"14563","white","$10000 - 14999"
"14564","white","$25000 or more"
"14565","white","$20000 - 24999"
"14566","white","$5000 to 5999"
"14567","white","$7000 to 7999"
"14568","white","$25000 or more"
"14569","white","$15000 - 19999"
"14570","white","$4000 to 4999"
"14571","white","$10000 - 14999"
"14572","white","$25000 or more"
"14573","white","$10000 - 14999"
"14574","white","$25000 or more"
"14575","white","$25000 or more"
"14576","white","$5000 to 5999"
"14577","white","$25000 or more"
"14578","white","$15000 - 19999"
"14579","white","$15000 - 19999"
"14580","white","$4000 to 4999"
"14581","white","$10000 - 14999"
"14582","white","$15000 - 19999"
"14583","white","$3000 to 3999"
"14584","white","$10000 - 14999"
"14585","white","$25000 or more"
"14586","white","$10000 - 14999"
"14587","white","$8000 to 9999"
"14588","white","$8000 to 9999"
"14589","white","$15000 - 19999"
"14590","white","$7000 to 7999"
"14591","white","$15000 - 19999"
"14592","white","$10000 - 14999"
"14593","white","$10000 - 14999"
"14594","white","$10000 - 14999"
"14595","white","$10000 - 14999"
"14596","white","$8000 to 9999"
"14597","white","$4000 to 4999"
"14598","white","$10000 - 14999"
"14599","white","$15000 - 19999"
"14600","white","$10000 - 14999"
"14602","white","$4000 to 4999"
"14603","white","$25000 or more"
"14604","white","$8000 to 9999"
"14605","white","$6000 to 6999"
"14606","white","$8000 to 9999"
"14607","white","$5000 to 5999"
"14609","white","$20000 - 24999"
"14611","white","$15000 - 19999"
"14613","white","$10000 - 14999"
"14614","white","$10000 - 14999"
"14615","white","$10000 - 14999"
"14616","white","$25000 or more"
"14617","white","$10000 - 14999"
"14618","white","$25000 or more"
"14619","white","$4000 to 4999"
"14620","white","$10000 - 14999"
"14621","white","$10000 - 14999"
"14622","white","$25000 or more"
"14623","white","$8000 to 9999"
"14624","white","$20000 - 24999"
"14625","white","$15000 - 19999"
"14626","white","$10000 - 14999"
"14627","white","$25000 or more"
"14628","white","$10000 - 14999"
"14629","white","$15000 - 19999"
"14630","white","$4000 to 4999"
"14631","white","$25000 or more"
"14632","white","$8000 to 9999"
"14633","white","$25000 or more"
"14634","white","$25000 or more"
"14635","black","$25000 or more"
"14636","white","$15000 - 19999"
"14637","black","$20000 - 24999"
"14638","white","$20000 - 24999"
"14639","other","$20000 - 24999"
"14640","white","$25000 or more"
"14642","white","$10000 - 14999"
"14643","white","$25000 or more"
"14644","white","$10000 - 14999"
"14645","white","$25000 or more"
"14646","white","$7000 to 7999"
"14647","white","$10000 - 14999"
"14648","black","$5000 to 5999"
"14649","black","$3000 to 3999"
"14651","black","$6000 to 6999"
"14652","black","$15000 - 19999"
"14653","white","$3000 to 3999"
"14654","white","$5000 to 5999"
"14656","black","$8000 to 9999"
"14658","black","$8000 to 9999"
"14659","black","$8000 to 9999"
"14660","white","$8000 to 9999"
"14661","white","$10000 - 14999"
"14662","white","$25000 or more"
"14663","white","$15000 - 19999"
"14664","white","$10000 - 14999"
"14665","white","$10000 - 14999"
"14666","white","$10000 - 14999"
"14667","white","$6000 to 6999"
"14669","white","$10000 - 14999"
"14670","white","$8000 to 9999"
"14671","white","$25000 or more"
"14672","white","$25000 or more"
"14673","white","$25000 or more"
"14674","white","$10000 - 14999"
"14675","white","$25000 or more"
"14676","white","$25000 or more"
"14677","white","$25000 or more"
"14679","white","$25000 or more"
"14680","white","$4000 to 4999"
"14681","white","$25000 or more"
"14682","white","$25000 or more"
"14683","white","$15000 - 19999"
"14684","white","$10000 - 14999"
"14685","white","$25000 or more"
"14686","white","$15000 - 19999"
"14687","white","$25000 or more"
"14688","white","$25000 or more"
"14689","white","$20000 - 24999"
"14690","white","$7000 to 7999"
"14691","white","$25000 or more"
"14692","white","$8000 to 9999"
"14693","white","$10000 - 14999"
"14695","white","$25000 or more"
"14696","white","$20000 - 24999"
"14697","white","$5000 to 5999"
"14698","white","$8000 to 9999"
"14699","white","$15000 - 19999"
"14700","white","$25000 or more"
"14701","white","$25000 or more"
"14702","white","$20000 - 24999"
"14703","white","$15000 - 19999"
"14704","white","$10000 - 14999"
"14705","white","$10000 - 14999"
"14706","white","$7000 to 7999"
"14708","white","$20000 - 24999"
"14709","white","$3000 to 3999"
"14710","white","$20000 - 24999"
"14711","white","$25000 or more"
"14712","white","$15000 - 19999"
"14713","white","$5000 to 5999"
"14714","white","$25000 or more"
"14715","white","$10000 - 14999"
"14716","white","$7000 to 7999"
"14717","white","$8000 to 9999"
"14718","white","$10000 - 14999"
"14719","white","$20000 - 24999"
"14720","white","$15000 - 19999"
"14721","white","$10000 - 14999"
"14722","white","$1000 to 2999"
"14723","white","$25000 or more"
"14724","white","$15000 - 19999"
"14725","white","$20000 - 24999"
"14726","white","$20000 - 24999"
"14727","white","$10000 - 14999"
"14728","white","$7000 to 7999"
"14729","white","$20000 - 24999"
"14730","white","$8000 to 9999"
"14731","white","$20000 - 24999"
"14732","white","$20000 - 24999"
"14733","white","$15000 - 19999"
"14734","white","$10000 - 14999"
"14735","white","$20000 - 24999"
"14736","white","$7000 to 7999"
"14737","black","$10000 - 14999"
"14738","black","$10000 - 14999"
"14739","white","$20000 - 24999"
"14740","white","$25000 or more"
"14741","black","$8000 to 9999"
"14742","white","$25000 or more"
"14743","white","$10000 - 14999"
"14744","white","$10000 - 14999"
"14745","white","$8000 to 9999"
"14746","white","$6000 to 6999"
"14747","white","$6000 to 6999"
"14748","white","$1000 to 2999"
"14749","white","$8000 to 9999"
"14750","white","$3000 to 3999"
"14751","white","$7000 to 7999"
"14752","white","$1000 to 2999"
"14753","white","$15000 - 19999"
"14754","white","$20000 - 24999"
"14755","white","$15000 - 19999"
"14756","white","$15000 - 19999"
"14757","white","$6000 to 6999"
"14758","white","$15000 - 19999"
"14759","white","lt $1000"
"14761","white","$1000 to 2999"
"14762","white","$1000 to 2999"
"14763","white","$3000 to 3999"
"14764","white","$20000 - 24999"
"14765","white","$20000 - 24999"
"14766","white","$25000 or more"
"14768","white","$20000 - 24999"
"14769","white","$25000 or more"
"14770","white","$10000 - 14999"
"14771","black","$5000 to 5999"
"14780","white","$25000 or more"
"14781","white","$25000 or more"
"14782","white","$25000 or more"
"14783","white","$25000 or more"
"14784","white","$10000 - 14999"
"14785","white","$15000 - 19999"
"14786","white","$4000 to 4999"
"14787","white","$25000 or more"
"14788","white","$25000 or more"
"14789","white","$25000 or more"
"14790","white","$25000 or more"
"14791","white","$25000 or more"
